1.000000000000000000e+00	9.260348729075341678e-01
1.000000000000000000e+00	6.655345543271979913e-01
0.000000000000000000e+00	-1.378076296607187723e-01
1.000000000000000000e+00	4.971144691396445214e-01
0.000000000000000000e+00	-4.775727241644259213e-02
0.000000000000000000e+00	4.335802134427502730e-01
0.000000000000000000e+00	5.231503243894436439e-01
1.000000000000000000e+00	3.281802177778337937e-01
1.000000000000000000e+00	7.021734904897173335e-01
1.000000000000000000e+00	5.174424324187206770e-01
0.000000000000000000e+00	1.290259105385795357e-01
0.000000000000000000e+00	3.004251199493260804e-01
0.000000000000000000e+00	2.899580452152923926e-01
1.000000000000000000e+00	3.754913981755450547e-01
1.000000000000000000e+00	1.909670620223202775e-01
0.000000000000000000e+00	2.165047455647647612e-01
1.000000000000000000e+00	9.459301481170758752e-01
1.000000000000000000e+00	8.843642559488562593e-01
0.000000000000000000e+00	-5.859482332472810695e-01
1.000000000000000000e+00	7.350848605766718835e-01
0.000000000000000000e+00	8.848895909071247123e-02
0.000000000000000000e+00	2.572478784166282728e-01
1.000000000000000000e+00	1.029702149678322742e+00
0.000000000000000000e+00	5.621314123179486089e-01
0.000000000000000000e+00	-2.417956438074292946e-01
0.000000000000000000e+00	1.342347356691822868e-01
1.000000000000000000e+00	7.127104418265522989e-01
0.000000000000000000e+00	-8.602506252436378786e-02
1.000000000000000000e+00	1.232854398127478657e+00
1.000000000000000000e+00	7.392009266731718320e-01
1.000000000000000000e+00	7.405286999564906214e-01
0.000000000000000000e+00	-1.986132904057037463e-01
1.000000000000000000e+00	8.412311660642205480e-01
1.000000000000000000e+00	8.283173234108440752e-01
1.000000000000000000e+00	7.885654270692834533e-01
1.000000000000000000e+00	3.757705859681835792e-01
1.000000000000000000e+00	6.278399233903919630e-01
1.000000000000000000e+00	9.246396340036586725e-01
0.000000000000000000e+00	1.286024709593527604e-01
1.000000000000000000e+00	4.234679047571782151e-01
1.000000000000000000e+00	1.225229406483041794e+00
1.000000000000000000e+00	6.400861993815609718e-01
1.000000000000000000e+00	8.110152945473988462e-01
0.000000000000000000e+00	2.968206663515052801e-01
0.000000000000000000e+00	1.556355068752568738e-01
0.000000000000000000e+00	5.055385552282645190e-01
1.000000000000000000e+00	1.228900531782094463e+00
0.000000000000000000e+00	-1.213139788782640893e-01
1.000000000000000000e+00	6.934950019712763369e-01
