1.000000000000000000e+00	9.047687691610649674e-01
1.000000000000000000e+00	7.447800537867882431e-01
0.000000000000000000e+00	-9.648455202972620881e-02
1.000000000000000000e+00	5.960989351417975701e-01
0.000000000000000000e+00	-2.228085801463677851e-02
0.000000000000000000e+00	2.205203150226082431e-01
0.000000000000000000e+00	4.060145205059014217e-01
1.000000000000000000e+00	4.413070943597930951e-01
1.000000000000000000e+00	7.424916082644267279e-01
1.000000000000000000e+00	6.257649359017923851e-01
0.000000000000000000e+00	9.747904490984503345e-02
0.000000000000000000e+00	3.450702585952996615e-01
0.000000000000000000e+00	4.081420457643651356e-01
1.000000000000000000e+00	7.424539432439939413e-01
1.000000000000000000e+00	2.722423224949303555e-01
0.000000000000000000e+00	1.024243768094533491e-01
1.000000000000000000e+00	9.369597708237615841e-01
1.000000000000000000e+00	5.151974813332936831e-01
0.000000000000000000e+00	-3.741253950771943892e-01
1.000000000000000000e+00	7.304185586419762455e-01
0.000000000000000000e+00	-1.698945759033831937e-01
0.000000000000000000e+00	2.486207626663655412e-01
1.000000000000000000e+00	1.123584311126217816e+00
0.000000000000000000e+00	5.685405286629405808e-01
0.000000000000000000e+00	-1.805467899573011958e-01
0.000000000000000000e+00	1.209456983991390733e-01
1.000000000000000000e+00	9.338542466617741900e-01
0.000000000000000000e+00	-1.304557131592626873e-01
1.000000000000000000e+00	1.235036244041978870e+00
1.000000000000000000e+00	6.096014163320530033e-01
1.000000000000000000e+00	6.358959847152061418e-01
0.000000000000000000e+00	-1.723723435596753728e-01
1.000000000000000000e+00	9.709336051810832924e-01
1.000000000000000000e+00	7.497729799515069349e-01
1.000000000000000000e+00	6.396545639339168421e-01
1.000000000000000000e+00	5.285279024288769278e-01
1.000000000000000000e+00	6.638090149294335607e-01
1.000000000000000000e+00	9.414439703430822481e-01
0.000000000000000000e+00	-1.186441097085132318e-01
1.000000000000000000e+00	5.995847608987399102e-01
1.000000000000000000e+00	1.105384714373225608e+00
1.000000000000000000e+00	6.205440200426165509e-01
1.000000000000000000e+00	9.751800264253016604e-01
0.000000000000000000e+00	3.797517014647336375e-01
0.000000000000000000e+00	3.929162661780806198e-01
0.000000000000000000e+00	5.113295441155730758e-01
1.000000000000000000e+00	1.191915020124815205e+00
0.000000000000000000e+00	7.465246167329483984e-02
1.000000000000000000e+00	6.314814490387685719e-01
1.000000000000000000e+00	9.345286616642405342e-01
1.000000000000000000e+00	7.421370835611162953e-01
0.000000000000000000e+00	2.689764819937559559e-01
0.000000000000000000e+00	5.027787362644567937e-01
0.000000000000000000e+00	4.468340549560196884e-01
0.000000000000000000e+00	3.373096842686600927e-01
1.000000000000000000e+00	1.080969149190689871e+00
0.000000000000000000e+00	3.491877375442514753e-01
1.000000000000000000e+00	7.381348509136013147e-01
1.000000000000000000e+00	1.218866459579510231e+00
1.000000000000000000e+00	4.219846336620030058e-01
1.000000000000000000e+00	1.657236581064127190e+00
1.000000000000000000e+00	8.208898474270823753e-01
0.000000000000000000e+00	-1.069561576833972204e-02
1.000000000000000000e+00	1.115470755010947723e+00
1.000000000000000000e+00	7.996016453201967300e-01
0.000000000000000000e+00	1.127274327282583449e-01
0.000000000000000000e+00	-1.175962368154252480e-01
0.000000000000000000e+00	2.968649483437240111e-01
0.000000000000000000e+00	-2.079656936094824993e-01
0.000000000000000000e+00	2.757104597361842990e-01
1.000000000000000000e+00	4.075344577875458230e-01
0.000000000000000000e+00	-1.521330176030099013e-01
1.000000000000000000e+00	3.864122583021026847e-01
1.000000000000000000e+00	6.762495851871531682e-01
0.000000000000000000e+00	1.003892754757253758e-01
1.000000000000000000e+00	6.706409509165326410e-01
0.000000000000000000e+00	-3.123085499302429846e-01
1.000000000000000000e+00	7.434753377732224999e-01
0.000000000000000000e+00	-1.195189303759396776e-01
0.000000000000000000e+00	1.750842933557083814e-01
0.000000000000000000e+00	4.695982119596378013e-01
1.000000000000000000e+00	1.016358544253053164e+00
0.000000000000000000e+00	-6.161136822505203919e-02
0.000000000000000000e+00	1.204040305364827979e-01
1.000000000000000000e+00	7.490962533679242918e-01
0.000000000000000000e+00	-8.879559654633104038e-02
0.000000000000000000e+00	4.068564404789700717e-01
0.000000000000000000e+00	1.083147689186749751e-01
0.000000000000000000e+00	-3.036657331536302129e-01
0.000000000000000000e+00	2.741732219687001426e-01
0.000000000000000000e+00	4.241634576609621399e-01
